Session,Établissement,Académie de l’établissement,Commune de l’établissement,Sélectivité,Filière de formation très agrégée,Filière de formation détaillée bis,Coordonnées GPS de la formation,Capacité de l’établissement par formation,Concours communs et banque d'épreuves,Lien de la formation sur la plateforme Parcoursup,Taux d’accès,Effectif total des candidats en phase principale,Effectif des candidats néo bacheliers généraux en phase principale,Effectif des candidats néo bacheliers technologiques en phase principale,Effectif des candidats néo bacheliers professionnels en phase principale,Effectif total des candidats en phase complémentaire,Effectif des candidats néo bacheliers généraux en phase complémentaire,Effectif des candidats néo bacheliers technologique en phase complémentaire,% d’admis néo bacheliers sans mention au bac,% d’admis néo bacheliers avec mention Assez Bien au bac,% d’admis néo bacheliers avec mention Bien au bac,% d’admis néo bacheliers avec mention Très Bien au bac,% d’admis néo bacheliers avec mention Très Bien avec félicitations au bac,% d’admis néo bacheliers généraux,Dont % d’admis avec mention (BG),% d’admis néo bacheliers technologiques,Dont % d’admis avec mention (BT),% d’admis néo bacheliers professionnels,Part des terminales générales qui étaient en position de recevoir une proposition en phase principale,Part des terminales technologiques qui étaient en position de recevoir une proposition en phase principale,Part des terminales professionnelles qui étaient en position de recevoir une proposition en phase principale
2025,université marie et louis pasteur - université de franche-comté,besancon,besançon,formation non sélective,licence_las,philosophie,"47.2405,6.02271",15,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32322&typebac=0&originepc=0,79,136,88,8,8,0,0,0,44.0,22.0,22.0,11.0,0.0,67.0,33.0,0.0,0.0,33.0,85,6,9
2025,lycée agricole dijon-quetigny,dijon,quetigny,formation sélective,bts,agronomie et cultures durables,"47.3089,5.11403",32,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3233&typebac=0&originepc=0,95,348,62,85,46,7,0,1,54.0,27.0,12.0,8.0,0.0,15.0,8.0,54.0,23.0,31.0,39,40,21
2025,lycée agricole dijon-quetigny,dijon,quetigny,formation sélective,bts,aménagements paysagers,"47.3089,5.11403",32,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3234&typebac=0&originepc=0,79,275,40,64,80,10,0,0,52.0,29.0,19.0,0.0,0.0,14.0,5.0,43.0,24.0,43.0,26,36,38
2025,lycée charles despiau,bordeaux,mont-de-marsan,formation sélective,bts,services et prestations des secteurs sanitaire et social,"43.8833,-0.48639",15,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32362&typebac=0&originepc=0,67,189,12,68,70,3,0,2,11.0,56.0,22.0,11.0,0.0,11.0,0.0,44.0,44.0,44.0,6,59,36
2025,université côte d'azur,nice,nice,formation non sélective,licence,sciences et humanités,"43.6927,7.23681",35,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32401&typebac=0&originepc=0,98,241,141,13,6,38,8,3,47.0,6.0,41.0,6.0,0.0,88.0,53.0,6.0,0.0,6.0,86,10,3
2025,la rochelle université,poitiers,la rochelle,formation sélective,autre formation,diplôme d'université - pareo,"46.1476,-1.15511",30,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32420&typebac=0&originepc=0,74,66,28,8,8,94,20,21,78.0,22.0,0.0,0.0,0.0,43.0,0.0,48.0,22.0,9.0,65,22,12
2025,ucly alpes-europe,grenoble,annecy,formation sélective,licence,droit,"45.8918,6.11922",15,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32421&typebac=0&originepc=0,43,201,155,4,3,0,0,0,0.0,53.0,33.0,13.0,0.0,100.0,100.0,0.0,0.0,0.0,100,0,0
2025,i.u.t de dijon,dijon,dijon,formation sélective,but,information communication parcours métiers du livre et du patrimoine,"47.311,5.06879",56,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3243&typebac=0&originepc=0,23,1095,478,84,38,7,0,4,19.0,34.0,34.0,12.0,0.0,72.0,59.0,22.0,16.0,6.0,60,38,2
2025,université bourgogne europe (ex université de bourgogne),dijon,dijon,formation non sélective,licence,"langues, littératures et civilisations étrangères et régionales","47.3135,5.06425",15,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3249&typebac=0&originepc=0,97,35,22,0,1,23,4,2,50.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,94,3,3
2025,institut d'études politiques de paris - sciences po,paris,paris  7e  arrondissement,formation sélective,licence,lettres,"48.8541,2.3284",27,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32554&typebac=0&originepc=0,10,315,308,1,0,0,0,0,0.0,0.0,4.0,59.0,37.0,100.0,100.0,0.0,0.0,0.0,100,0,0
2025,institut d'études politiques de paris - sciences po,paris,paris  7e  arrondissement,formation sélective,licence,philosophie,"48.8541,2.3284",27,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32557&typebac=0&originepc=0,15,291,279,5,0,0,0,0,0.0,0.0,0.0,65.0,35.0,100.0,100.0,0.0,0.0,0.0,100,0,0
2025,sciences po - campus de nancy - institut d'études politiques,nancy-metz,nancy,formation sélective,autre formation,sciences po / instituts d'études politiques - sciences humaines et sociales - grade licence,"48.68333,6.2",20,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32569&typebac=0&originepc=0,11,221,218,1,0,0,0,0,0.0,0.0,0.0,40.0,60.0,100.0,100.0,0.0,0.0,0.0,100,0,0
2025,université grenoble alpes,grenoble,saint-martin-d'hères,formation non sélective,licence,sciences de l'éducation et de la formation,"45.1918,5.76752",30,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32576&typebac=0&originepc=0,14,1105,567,91,44,0,0,0,14.0,14.0,43.0,25.0,4.0,100.0,86.0,0.0,0.0,0.0,99,0,1
2025,université bourgogne europe (ex université de bourgogne),dijon,dijon,formation non sélective,licence,langues étrangères appliquées,"47.3135,5.06425",35,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3258&typebac=0&originepc=0,97,106,58,7,3,30,7,2,62.0,25.0,12.0,0.0,0.0,75.0,31.0,25.0,6.0,0.0,85,12,3
2025,lycée polyvalent privé pensionnat de versailles,guadeloupe,basse-terre,formation sélective,bts,négociation et digitalisation de la relation client,"15.9986,-61.7213",20,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32630&typebac=0&originepc=0,84,69,13,22,28,4,0,1,71.0,14.0,14.0,0.0,0.0,14.0,0.0,14.0,14.0,71.0,21,41,38
2025,lycée professionnel gerty archimède,guadeloupe,morne-à-l'eau,formation sélective,bts,management opérationnel de la sécurité,"16.3485,-61.4523",16,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32634&typebac=0&originepc=0,42,110,19,16,64,0,0,0,54.0,15.0,8.0,15.0,8.0,15.0,8.0,8.0,0.0,77.0,30,22,48
2025,université de rouen normandie - campus mont-saint-aignan,normandie,mont-saint-aignan,formation non sélective,licence_las,sciences et techniques des activités physiques et sportives,"49.4583,1.06895",36,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32639&typebac=0&originepc=0,25,1554,1172,104,32,0,0,0,12.0,47.0,31.0,6.0,3.0,94.0,81.0,6.0,6.0,0.0,96,3,1
2025,université bourgogne europe (ex université de bourgogne),dijon,dijon,formation non sélective,licence,sciences de la vie,"47.3159,5.06565",360,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3266&typebac=0&originepc=0,nd,2748,1705,149,23,49,10,3,36.0,38.0,19.0,6.0,0.0,88.0,58.0,9.0,4.0,2.0,nd,nd,nd
2025,université bourgogne europe (ex université de bourgogne),dijon,dijon,formation non sélective,licence,géographie et aménagement,"47.3135,5.06429",90,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3269&typebac=0&originepc=0,100,212,129,10,6,80,9,2,50.0,30.0,20.0,0.0,0.0,85.0,50.0,0.0,0.0,15.0,87,8,4
2025,université bourgogne europe (ex université de bourgogne),dijon,dijon,formation non sélective,licence,histoire de l'art et archéologie,"47.3135,5.06427",160,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3270&typebac=0&originepc=0,100,767,456,77,29,104,18,6,42.0,38.0,16.0,3.0,0.0,81.0,47.0,9.0,4.0,9.0,81,13,6
2025,lycée louis-armand,strasbourg,mulhouse,formation sélective,autre formation,matériaux,"47.7305,7.30633",20,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32705&typebac=0&originepc=0,58,89,21,33,7,81,17,14,0.0,100.0,0.0,0.0,0.0,40.0,40.0,40.0,40.0,20.0,20,75,5
2025,université bourgogne europe (ex université de bourgogne),dijon,dijon,formation non sélective,licence,psychologie,"47.3135,5.0643",435,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3272&typebac=0&originepc=0,53,4246,2252,449,178,0,0,0,37.0,39.0,20.0,3.0,0.0,83.0,51.0,11.0,7.0,6.0,85,10,4
2025,université de brest - site de quimper,rennes,quimper,formation non sélective,licence_las,droit,"47.9723,-4.0933",15,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32733&typebac=0&originepc=0,100,214,133,30,6,42,19,3,29.0,43.0,29.0,0.0,0.0,86.0,57.0,0.0,0.0,14.0,76,17,7
2025,institut national universitaire champollion - campus de rodez,toulouse,rodez,formation non sélective,licence,droit,"44.35624,2.56417",55,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32744&typebac=0&originepc=0,99,319,190,63,10,4,1,1,43.0,40.0,17.0,0.0,0.0,60.0,33.0,36.0,21.0,5.0,72,24,4
2025,université de rouen normandie - campus santé,normandie,rouen,formation non sélective,pass,parcours d'accès spécifique santé (pass),"49.438,1.10831",150,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32799&typebac=0&originepc=0,37,3136,2395,132,31,0,0,0,7.0,22.0,40.0,27.0,4.0,100.0,93.0,0.0,0.0,0.0,99,1,0
2025,lycée professionnel chateau blanc,orléans-tours,châlette-sur-loing,formation sélective,bts,economie sociale familiale,"48.0039,2.71467",15,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32864&typebac=0&originepc=0,36,165,17,47,63,0,0,0,50.0,40.0,0.0,10.0,0.0,0.0,0.0,50.0,0.0,50.0,41,21,38
2025,institut catholique de paris (icp)- campus de reims,reims,reims,formation non sélective,licence,sciences de l'éducation et de la formation,"49.25,4.03333",80,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=32866&typebac=0&originepc=0,99,191,105,17,9,92,17,9,56.0,38.0,6.0,0.0,0.0,76.0,29.0,12.0,6.0,12.0,79,15,6
2025,isel le havre,normandie,le havre,formation sélective,ecole d'ingénieur,formation d'ingénieur bac + 5,"49.49004,0.12626",35,concours geipi polytech,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=33&typebac=0&originepc=0,nd,5755,5067,0,0,11,3,0,4.0,36.0,52.0,8.0,0.0,100.0,96.0,0.0,0.0,0.0,nd,nd,nd
2025,institut national formations notariales,dijon,dijon,formation sélective,bts,collaborateur juriste notarial,"47.31667,5.01667",30,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3304&typebac=0&originepc=0,10,145,51,31,10,31,7,4,50.0,17.0,17.0,17.0,0.0,50.0,17.0,17.0,17.0,33.0,77,8,15
2025,lycée auguste pavie,rennes,guingamp,formation sélective,bts,négociation et digitalisation de la relation client,"48.55747,-3.14775",35,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3308&typebac=0&originepc=0,80,420,42,183,149,36,3,12,69.0,31.0,0.0,0.0,0.0,8.0,0.0,58.0,23.0,35.0,16,49,35
2025,lycée francois rabelais,rennes,saint-brieuc,formation sélective,cpge,mpsi,"48.5043,-2.74676",48,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3315&typebac=0&originepc=0,78,1208,837,2,2,49,28,0,6.0,17.0,53.0,19.0,6.0,100.0,94.0,0.0,0.0,0.0,100,0,0
2025,lycée francois rabelais,rennes,saint-brieuc,formation sélective,cpge,pcsi,"48.5043,-2.74676",48,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3316&typebac=0&originepc=0,88,878,625,0,0,37,21,1,0.0,32.0,45.0,23.0,0.0,100.0,100.0,0.0,0.0,0.0,100,0,0
2025,lycée saint-joseph,dijon,auxerre,formation sélective,bts,management opérationnel de la sécurité,"47.8112,3.55762",18,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=33210&typebac=0&originepc=0,62,65,15,12,33,12,0,3,24.0,24.0,24.0,18.0,12.0,24.0,12.0,12.0,6.0,65.0,25,20,55
2025,lycée professionnel gambetta,aix-marseille,aix-en-provence,formation sélective,bts,négociation et digitalisation de la relation client,"43.5205,5.45964",24,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=33212&typebac=0&originepc=0,26,1248,133,522,389,0,0,0,48.0,35.0,17.0,0.0,0.0,13.0,9.0,48.0,17.0,39.0,28,41,31
2025,lycée theodore aubanel,aix-marseille,avignon,formation sélective,bts,tourisme,"43.9524,4.81196",26,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=33213&typebac=0&originepc=0,30,1009,254,263,258,48,16,0,17.0,61.0,17.0,6.0,0.0,28.0,17.0,33.0,28.0,39.0,62,25,13
2025,lycée ernest renan,rennes,saint-brieuc,formation sélective,bts,tourisme,"48.5157,-2.75339",35,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3322&typebac=0&originepc=0,41,891,278,263,189,0,0,0,41.0,44.0,11.0,4.0,0.0,33.0,22.0,52.0,26.0,15.0,50,37,13
2025,université paul valery - montpellier 3,montpellier,montpellier,formation sélective,autre formation,diplôme d'université - pareo,"43.6308,3.87033",35,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=33299&typebac=0&originepc=0,89,73,22,15,13,126,28,14,59.0,23.0,18.0,0.0,0.0,45.0,9.0,23.0,9.0,32.0,41,33,27
2025,lycée - campus saint vincent de paul thionville,nancy-metz,algrange,formation sélective,autre formation,numérique,"49.3496,6.17234",20,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=33310&typebac=0&originepc=0,58,106,39,19,23,0,0,0,25.0,56.0,19.0,0.0,0.0,62.0,44.0,12.0,6.0,25.0,59,27,14
2025,lycée-collège notre-dame,rennes,guingamp,formation sélective,bts,support à l'action managériale,"48.5616,-3.14235",18,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3335&typebac=0&originepc=0,86,47,2,18,17,0,0,0,100.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,67.0,8,47,45
2025,builders caen,normandie,epron,formation sélective,ecole d'ingénieur,formation bac + 3,"49.2163,-0.36644",30,concours avenir,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=33353&typebac=0&originepc=0,44,147,124,23,0,3,1,2,58.0,33.0,8.0,0.0,0.0,67.0,25.0,33.0,17.0,0.0,80,20,0
2025,lycée/pôle supérieur saint brieuc,rennes,saint-brieuc,formation sélective,bts,négociation et digitalisation de la relation client,"48.5117,-2.77589",45,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3342&typebac=0&originepc=0,55,432,53,190,148,9,1,1,52.0,31.0,14.0,2.0,0.0,14.0,2.0,33.0,7.0,52.0,19,42,39
2025,audencia,nantes,nantes,formation sélective,ecole de commerce,formation des écoles de commerce et de management bac + 4,"47.2485,-1.54952",15,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=33455&typebac=0&originepc=0,59,113,103,5,0,7,2,0,0.0,67.0,33.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100,0,0
2025,lycée/pôle supérieur saint brieuc,rennes,saint-brieuc,formation sélective,autre formation,diplôme de comptabilité et de gestion,"48.5117,-2.77589",35,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3346&typebac=0&originepc=0,90,152,54,42,3,10,3,1,42.0,32.0,16.0,11.0,0.0,58.0,37.0,42.0,21.0,0.0,61,38,1
2025,mfr la pignerie,nantes,laval,formation sélective,bts,génie des équipements agricoles,"48.0533,-0.76648",25,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=33464&typebac=0&originepc=0,49,46,9,11,23,0,0,0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,45,9,45
2025,aix-marseille université - site d'aubagne,aix-marseille,aubagne,formation non sélective,licence,sciences et techniques des activités physiques et sportives,"43.28333,5.56667",30,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=33488&typebac=0&originepc=0,47,286,165,47,23,0,0,0,52.0,43.0,4.0,0.0,0.0,70.0,35.0,26.0,9.0,4.0,74,17,9
2025,université de pau et des pays de l'adour - collège ssh (pau),bordeaux,pau,formation non sélective,licence,lettres,"43.31626,-0.36509",35,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=33491&typebac=0&originepc=0,28,468,293,24,13,0,0,0,38.0,41.0,22.0,0.0,0.0,100.0,62.0,0.0,0.0,0.0,100,0,0
2025,i.u.t de lannion,rennes,lannion,formation sélective,but,réseaux et télécommunications,"48.7584,-3.45128",78,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3355&typebac=0&originepc=0,65,766,398,186,15,95,19,6,45.0,39.0,8.0,5.0,3.0,66.0,37.0,32.0,16.0,3.0,72,28,0
2025,i.u.t de lannion,rennes,lannion,formation sélective,but,information communication parcours journalisme,"48.7584,-3.45128",29,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3356&typebac=0&originepc=0,3,2407,1585,193,24,4,0,1,19.0,15.0,46.0,15.0,4.0,69.0,69.0,31.0,12.0,0.0,33,67,0
2025,institut catholique de lille - faculté des lettres et sciences humaines,lille,lille,formation non sélective,licence,langues étrangères appliquées,"50.6326,3.04654",100,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=33588&typebac=0&originepc=0,99,116,77,8,4,20,7,0,22.0,33.0,22.0,22.0,0.0,89.0,67.0,0.0,0.0,11.0,85,9,6
2025,lycée la chataigneraie,normandie,le mesnil-esnard,formation sélective,autre formation,technicien(ne) en soudage,"49.4133,1.14618",14,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=33655&typebac=0&originepc=0,100,27,0,0,26,2,0,0,33.0,44.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0,100
2025,lycée pommerit jaudy,rennes,la roche-jaudy,formation sélective,bts,"analyse, conduite et stratégie de l'entreprise agricole, option territoires métropolitains","48.7422,-3.24498",56,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3367&typebac=0&originepc=0,89,285,23,109,129,3,0,1,36.0,49.0,15.0,0.0,0.0,8.0,3.0,46.0,23.0,46.0,10,45,45
2025,lycée professionnel notre-dame du sacré coeur,lille,loos,formation sélective,bts,métiers de la coiffure,"50.6178,3.00467",20,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=33678&typebac=0&originepc=0,97,58,8,3,19,2,2,0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27,19,54
2025,lycée agricole st ilan,rennes,langueux,formation sélective,bts,"métiers du végétal : alimentation, ornement, environnement","48.5063,-2.70335",24,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3371&typebac=0&originepc=0,96,29,7,6,12,3,0,0,50.0,33.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,100.0,32,20,48
2025,lycée agricole st ilan,rennes,langueux,formation sélective,bts,aménagements paysagers,"48.5063,-2.70335",32,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3372&typebac=0&originepc=0,87,127,18,34,54,3,3,0,52.0,39.0,9.0,0.0,0.0,13.0,4.0,30.0,9.0,57.0,24,34,42
2025,facultés libres de l'ouest - uco - bretagne nord,rennes,guingamp,formation non sélective,licence,langues étrangères appliquées,"48.5612,-3.1642",45,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3379&typebac=0&originepc=0,100,108,74,15,7,6,0,2,0.0,100.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,67.0,78,15,7
2025,facultés libres de l'ouest - uco - bretagne nord,rennes,guingamp,formation non sélective,licence,psychologie,"48.5612,-3.1642",100,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3380&typebac=0&originepc=0,100,503,256,79,48,105,19,7,48.0,32.0,15.0,5.0,0.0,75.0,37.0,10.0,3.0,15.0,65,22,14
2025,lycée auguste blanqui,créteil,saint-ouen-sur-seine,formation sélective,autre formation,services numériques aux organisations,"48.9031,2.33387",12,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=33817&typebac=0&originepc=0,59,69,5,2,37,0,0,0,67.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,16,9,75
2025,i.u.t de saint-brieuc,rennes,saint-brieuc,formation sélective,but,techniques de commercialisation,"48.5116,-2.73953",84,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3385&typebac=0&originepc=0,14,1745,690,797,42,0,0,0,8.0,47.0,43.0,3.0,0.0,51.0,48.0,49.0,44.0,0.0,51,49,0
2025,lycée professionnel ducharmoy,guadeloupe,saint-claude,formation sélective,autre formation,services numériques aux organisations,"16.0181,-61.7155",16,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=33872&typebac=0&originepc=0,75,25,7,0,14,6,0,0,44.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,39,0,61
2025,lycée des metiers du batiment,limoges,felletin,formation sélective,bts,"finitions, aménagement des bâtiments: conception et réalisation","45.8893,2.17728",13,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3390&typebac=0&originepc=0,52,137,12,33,59,0,0,0,14.0,71.0,14.0,0.0,0.0,14.0,14.0,0.0,0.0,86.0,13,37,50
2025,lycée des metiers du batiment,limoges,felletin,formation sélective,bts,architectures en métal : conception et réalisation,"45.8893,2.17728",13,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3393&typebac=0&originepc=0,83,81,10,14,20,12,2,0,86.0,14.0,0.0,0.0,0.0,43.0,0.0,14.0,14.0,43.0,19,28,53
