Session,Établissement,Académie de l’établissement,Commune de l’établissement,Sélectivité,Filière de formation très agrégée,Filière de formation détaillée bis,Coordonnées GPS de la formation,Capacité de l’établissement par formation,Concours communs et banque d'épreuves,Lien de la formation sur la plateforme Parcoursup,Taux d’accès,Effectif total des candidats en phase principale,Effectif des candidats néo bacheliers généraux en phase principale,Effectif des candidats néo bacheliers technologiques en phase principale,Effectif des candidats néo bacheliers professionnels en phase principale,Effectif total des candidats en phase complémentaire,Effectif des candidats néo bacheliers généraux en phase complémentaire,Effectif des candidats néo bacheliers technologique en phase complémentaire,% d’admis néo bacheliers sans mention au bac,% d’admis néo bacheliers avec mention Assez Bien au bac,% d’admis néo bacheliers avec mention Bien au bac,% d’admis néo bacheliers avec mention Très Bien au bac,% d’admis néo bacheliers avec mention Très Bien avec félicitations au bac,% d’admis néo bacheliers généraux,Dont % d’admis avec mention (BG),% d’admis néo bacheliers technologiques,Dont % d’admis avec mention (BT),% d’admis néo bacheliers professionnels,Part des terminales générales qui étaient en position de recevoir une proposition en phase principale,Part des terminales technologiques qui étaient en position de recevoir une proposition en phase principale,Part des terminales professionnelles qui étaient en position de recevoir une proposition en phase principale
2025,i.u.t clermont auvergne - site d'aurillac,clermont-ferrand,aurillac,formation sélective,but,génie biologique parcours agronomie,"44.9332,2.4424",52,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2966&typebac=0&originepc=0,92,858,526,168,2,23,8,1,34.0,40.0,19.0,6.0,0.0,81.0,51.0,19.0,15.0,0.0,79,21,0
2025,institut national universitaire champollion,toulouse,albi,formation non sélective,licence_las,droit,"43.92,2.139",55,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29668&typebac=0&originepc=0,94,285,191,31,10,18,11,1,63.0,34.0,3.0,0.0,0.0,82.0,32.0,13.0,3.0,5.0,80,14,6
2025,lycée edouard belin,besancon,vesoul,formation sélective,bts,conception et réalisation de systèmes automatiques,"47.6326,6.16347",7,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29685&typebac=0&originepc=0,20,96,41,27,9,0,0,0,14.0,43.0,43.0,0.0,0.0,71.0,57.0,29.0,29.0,0.0,56,17,28
2025,lycée lavoisier,versailles,porcheville,formation sélective,autre formation,techn. en énergies renouvelables opt. b énergie thermique,"48.9754,1.76731",6,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29691&typebac=0&originepc=0,,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2025,lycée marguerite de valois,poitiers,angoulême,formation sélective,bts,management commercial opérationnel,"45.6535,0.17808",35,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2975&typebac=0&originepc=0,55,439,71,153,140,36,13,0,56.0,33.0,11.0,0.0,0.0,15.0,4.0,33.0,7.0,52.0,22,38,41
2025,lycée charles a. coulomb,poitiers,angoulême,formation sélective,bts,maintenance des systèmes - option a systèmes de production,"45.6304,0.15709",24,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2979&typebac=0&originepc=0,75,157,14,35,64,2,0,0,78.0,22.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,56.0,12,28,60
2025,lycée edouard belin,besancon,vesoul,formation sélective,bts,conception des processus de réalisation de produits (1ère année commune),"47.6326,6.16347",8,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29806&typebac=0&originepc=0,16,76,29,23,18,0,0,0,14.0,0.0,57.0,29.0,0.0,57.0,43.0,14.0,14.0,29.0,58,17,25
2025,lycée neosup ecole maso,montpellier,perpignan,formation sélective,autre formation,année préparatoire,"42.6643,2.90932",22,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29809&typebac=0&originepc=0,67,182,24,51,19,12,0,2,45.0,45.0,10.0,0.0,0.0,15.0,15.0,80.0,40.0,5.0,46,49,4
2025,lycée d'enseignement général et technologique agricole angouleme- l'oisellerie,poitiers,la couronne,formation sélective,bts,"analyse, conduite et stratégie de l'entreprise agricole, option territoires métropolitains","45.625,0.10393",16,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2985&typebac=0&originepc=0,85,87,10,25,41,2,0,1,55.0,36.0,9.0,0.0,0.0,9.0,0.0,45.0,36.0,45.0,16,35,49
2025,université toulouse iii - université toulouse,toulouse,toulouse,formation non sélective,pass,parcours d'accès spécifique santé (pass),"43.5608,1.46936",36,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29852&typebac=0&originepc=0,17,4917,3773,145,67,0,0,0,0.0,11.0,50.0,34.0,5.0,100.0,100.0,0.0,0.0,0.0,100,0,0
2025,lycée pierre de coubertin,nancy-metz,nancy,formation sélective,autre formation,animation-gestion de projets dans le secteur sportif,"48.6825,6.18005",10,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29863&typebac=0&originepc=0,73,66,15,9,20,0,0,0,33.0,67.0,0.0,0.0,0.0,0.0,0.0,50.0,33.0,50.0,32,30,38
2025,lycée professionnel saint charles,amiens,chauny,formation sélective,bts,management opérationnel de la sécurité,"49.6147,3.21201",35,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29997&typebac=0&originepc=0,95,87,27,17,32,11,0,1,52.0,38.0,5.0,5.0,0.0,33.0,19.0,19.0,5.0,48.0,35,27,38
2025,lycée professionnel colard noel,amiens,saint-quentin,formation sélective,bts,etude et réalisation d'agencement,"49.86303,3.30881",15,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29999&typebac=0&originepc=0,19,304,65,92,95,2,1,0,18.0,27.0,45.0,9.0,0.0,18.0,18.0,18.0,18.0,64.0,23,21,55
2025,lycée professionnel japy,lyon,lyon 1er arrondissement,formation sélective,autre formation,fcil,"45.768,4.83749",11,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30021&typebac=0&originepc=0,76,32,3,1,14,23,3,4,50.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,19,6,75
2025,supbiotech lyon,lyon,lyon 9e  arrondissement,formation sélective,ecole d'ingénieur,formation d'ingénieur bac + 5,"45.77099,4.80635",70,concours advance,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30028&typebac=0&originepc=0,nd,1374,1373,0,0,0,0,0,7.0,43.0,36.0,15.0,0.0,100.0,93.0,0.0,0.0,0.0,nd,nd,nd
2025,lycée pardailhan,toulouse,auch,formation sélective,bts,services informatiques aux organisations,"43.6547,0.57491",12,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30065&typebac=0&originepc=0,63,187,35,46,53,26,0,14,50.0,50.0,0.0,0.0,0.0,25.0,0.0,12.0,0.0,62.0,18,48,34
2025,lycée la borde basse,toulouse,castres,formation sélective,bts,métiers de l'esthétique-cosmétique-parfumerie,"43.6255,2.25965",12,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30067&typebac=0&originepc=0,54,232,37,54,100,0,0,0,50.0,30.0,20.0,0.0,0.0,20.0,20.0,40.0,10.0,40.0,13,38,49
2025,lycée issec pigier,toulouse,toulouse,formation sélective,bts,comptabilité et gestion,"43.6436,1.45312",18,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30069&typebac=0&originepc=0,76,215,31,64,59,15,0,5,75.0,25.0,0.0,0.0,0.0,25.0,0.0,50.0,25.0,25.0,28,35,37
2025,lycée professionnel saint-dominique,toulouse,albi,formation sélective,bts,gestion des transports et logistique associée,"43.9298,2.1477",18,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30070&typebac=0&originepc=0,76,58,5,14,21,6,0,1,22.0,33.0,33.0,11.0,0.0,11.0,11.0,33.0,11.0,56.0,16,38,46
2025,lycée image et son,poitiers,angoulême,formation sélective,bts,métiers de l'audio-visuel opt : montage et post-production,"45.6333,0.15292",12,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3008&typebac=0&originepc=0,5,982,411,113,101,0,0,0,0.0,38.0,50.0,12.0,0.0,75.0,75.0,12.0,12.0,12.0,84,4,12
2025,université de corte,corse,corte,formation non sélective,licence_las,sciences de la vie,"42.2987,9.15298",40,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30085&typebac=0&originepc=0,45,584,424,42,13,0,0,0,21.0,41.0,18.0,18.0,3.0,100.0,79.0,0.0,0.0,0.0,99,0,0
2025,i.u.t. angoulême,poitiers,angoulême,formation sélective,but,génie électrique et informatique industrielle,"45.6476,0.13658",54,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3012&typebac=0&originepc=0,96,421,218,118,18,19,0,9,67.0,14.0,19.0,0.0,0.0,62.0,14.0,33.0,14.0,5.0,63,32,4
2025,institution saint jean -lycée d'enseignement général et technologique privé,strasbourg,colmar,formation sélective,bts,opticien-lunetier,"48.0723,7.36101",24,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30129&typebac=0&originepc=0,33,205,68,45,41,42,3,5,40.0,40.0,20.0,0.0,0.0,20.0,0.0,40.0,20.0,40.0,36,28,36
2025,lycée baudimont saint-charles,lille,arras,formation sélective,bts,tourisme,"50.2945,2.76632",40,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30175&typebac=0&originepc=0,19,184,60,43,29,26,5,3,46.0,38.0,8.0,8.0,0.0,77.0,38.0,8.0,0.0,15.0,57,6,37
2025,acfa multimédia,montpellier,montpellier,formation sélective,bts,métiers de l'audio-visuel opt : montage et post-production,"43.63613,3.83024",20,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30200&typebac=0&originepc=0,59,157,54,25,17,0,0,0,55.0,36.0,0.0,9.0,0.0,45.0,9.0,27.0,9.0,27.0,59,24,16
2025,acfa multimédia,montpellier,montpellier,formation sélective,bts,métiers de l'audio-visuel opt : métiers de l'image,"43.63608,3.83022",20,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30202&typebac=0&originepc=0,74,202,85,23,20,3,0,1,14.0,43.0,43.0,0.0,0.0,57.0,57.0,14.0,14.0,29.0,62,24,14
2025,lycée jean dautet,poitiers,la rochelle,formation sélective,cpge,pcsi,"46.1648,-1.15397",24,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3026&typebac=0&originepc=0,61,923,750,1,0,0,0,0,0.0,26.0,52.0,22.0,0.0,100.0,100.0,0.0,0.0,0.0,100,0,0
2025,lp lycée des métiers la source,créteil,nogent-sur-marne,formation sélective,autre formation,matériaux,"48.83,2.46544",8,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30431&typebac=0&originepc=0,40,173,46,54,20,0,0,0,20.0,40.0,40.0,0.0,0.0,80.0,60.0,20.0,20.0,0.0,40,54,6
2025,lycée professionnel des métiers andré ampère,orléans-tours,vendôme,formation sélective,bts,management opérationnel de la sécurité,"47.8011,1.07883",15,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30538&typebac=0&originepc=0,55,190,55,36,76,9,0,0,27.0,55.0,9.0,9.0,0.0,36.0,27.0,0.0,0.0,64.0,20,10,70
2025,i.u.t. la rochelle,poitiers,la rochelle,formation sélective,but,réseaux et télécommunications,"46.142,-1.1511",40,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3054&typebac=0&originepc=0,53,728,372,218,17,41,10,5,23.0,33.0,41.0,3.0,0.0,49.0,33.0,51.0,44.0,0.0,68,32,0
2025,i.u.t. la rochelle,poitiers,la rochelle,formation sélective,but,génie biologique parcours sciences de l'aliment et biotechnologie,"46.1413,-1.15141",34,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3055&typebac=0&originepc=0,67,518,302,108,5,5,0,0,26.0,45.0,23.0,6.0,0.0,52.0,45.0,45.0,26.0,3.0,68,31,1
2025,lycée pierre béghin,grenoble,moirans,formation sélective,bts,gestion de la pme,"45.3213,5.58667",17,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30551&typebac=0&originepc=0,53,287,21,114,94,15,0,2,62.0,38.0,0.0,0.0,0.0,0.0,0.0,62.0,12.0,38.0,3,54,43
2025,i.u.t. la rochelle,poitiers,la rochelle,formation sélective,but,génie biologique parcours biologie médicale et biotechnologie,"46.1413,-1.15145",58,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3056&typebac=0&originepc=0,20,2123,1229,424,9,0,0,0,0.0,41.0,43.0,16.0,0.0,50.0,50.0,50.0,50.0,0.0,70,30,0
2025,ufr des sciences médicales et paramédicales site nord université aix marseille,aix-marseille,marseille 15e  arrondissement,formation sélective,autre formation,d.e pédicure-podologue,"43.3767,5.36171",25,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30568&typebac=0&originepc=0,19,423,110,56,12,0,0,0,0.0,29.0,57.0,14.0,0.0,64.0,64.0,36.0,36.0,0.0,86,12,1
2025,lycée professionnel turgot,versailles,montmorency,formation sélective,bts,gestion de la pme,"48.9852,2.32117",35,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30575&typebac=0&originepc=0,27,768,45,244,258,0,0,0,45.0,35.0,19.0,0.0,0.0,13.0,0.0,32.0,10.0,55.0,10,32,57
2025,la rochelle université,poitiers,la rochelle,formation non sélective,licence,langues étrangères appliquées,"46.1476,-1.15511",105,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3072&typebac=0&originepc=0,100,424,260,39,21,56,10,8,37.0,43.0,16.0,4.0,0.0,71.0,50.0,21.0,6.0,7.0,80,11,8
2025,ingénieur unilasalle amiens (ex esiee-amiens),amiens,amiens,formation sélective,ecole d'ingénieur,formation d'ingénieur bac + 5,"49.89974,2.29164",55,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30782&typebac=0&originepc=0,80,138,124,0,0,12,6,0,30.0,43.0,25.0,2.0,0.0,100.0,70.0,0.0,0.0,0.0,100,0,0
2025,université toulouse 2 jean jaurès,toulouse,toulouse,formation non sélective,licence,"langues, littératures et civilisations étrangères et régionales","43.5784,1.40266",25,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30787&typebac=0&originepc=0,100,21,11,1,2,101,5,4,0.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,71,14,14
2025,la rochelle université,poitiers,la rochelle,formation non sélective,licence,informatique,"46.1476,-1.15511",125,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3083&typebac=0&originepc=0,97,856,489,78,13,43,8,0,58.0,36.0,5.0,2.0,0.0,80.0,39.0,14.0,2.0,6.0,81,16,3
2025,elisa aerospace bordeaux,bordeaux,saint-jean-d'illac,formation sélective,ecole d'ingénieur,formation bac + 3,"44.8097,-0.78259",25,concours puissance alpha,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30834&typebac=0&originepc=0,92,241,186,20,0,10,9,1,47.0,47.0,7.0,0.0,0.0,73.0,33.0,27.0,20.0,0.0,90,10,0
2025,avignon université,aix-marseille,avignon,formation non sélective,licence_las,informatique,"43.9095,4.88909",20,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30837&typebac=0&originepc=0,nd,269,127,19,8,0,0,0,33.0,33.0,33.0,0.0,0.0,67.0,67.0,33.0,0.0,0.0,nd,nd,nd
2025,esgt le mans,nantes,le mans,formation sélective,ecole d'ingénieur,formation d'ingénieur bac + 5,"48.0189,0.15473",5,concours geipi polytech,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30858&typebac=0&originepc=0,nd,126,0,115,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,nd,nd,nd
2025,ifme (institut de formations aux métiers éducatifs) de nîmes,montpellier,nîmes,formation sélective,efts,d.e educateur de jeunes enfants,"43.8118,4.37534",15,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30863&typebac=0&originepc=0,16,170,25,44,36,0,0,0,14.0,86.0,0.0,0.0,0.0,29.0,29.0,43.0,29.0,29.0,57,29,14
2025,lycée alain-fournier,orléans-tours,bourges,formation sélective,cpge,mpsi,"47.1007,2.41248",48,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3089&typebac=0&originepc=0,74,703,318,0,0,213,114,1,22.0,26.0,48.0,4.0,0.0,100.0,78.0,0.0,0.0,0.0,100,0,0
2025,université paris 8,créteil,saint-denis,formation non sélective,licence,"langues, littératures et civilisations étrangères et régionales","48.9458,2.36341",160,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30895&typebac=0&originepc=0,98,747,418,47,38,61,13,6,61.0,30.0,9.0,0.0,0.0,75.0,25.0,12.0,4.0,13.0,80,11,9
2025,lycée jacques coeur,orléans-tours,bourges,formation sélective,bts,support à l'action managériale,"47.0719,2.40989",22,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3094&typebac=0&originepc=0,37,206,12,88,58,0,0,0,53.0,42.0,5.0,0.0,0.0,5.0,0.0,47.0,21.0,47.0,9,57,34
2025,isen ouest nantes,nantes,carquefou,formation sélective,ecole d'ingénieur,formation d'ingénieur bac + 5,"47.2749,-1.50702",10,concours puissance alpha,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30944&typebac=0&originepc=0,90,1432,1429,0,0,0,0,0,50.0,50.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100,0,0
2025,université toulouse 2 jean jaurès,toulouse,toulouse,formation non sélective,licence,sciences de l'éducation et de la formation,"43.5784,1.40266",90,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30971&typebac=0&originepc=0,67,683,245,50,49,0,0,0,37.0,47.0,12.0,5.0,0.0,60.0,37.0,14.0,12.0,26.0,70,13,16
2025,université clermont auvergne,clermont-ferrand,clermont-ferrand,formation non sélective,licence,mathématiques,"45.7607,3.11356",80,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30987&typebac=0&originepc=0,99,916,684,39,4,70,17,3,48.0,43.0,7.0,2.0,0.0,98.0,50.0,2.0,2.0,0.0,92,7,1
2025,université angers,nantes,angers,formation sélective,autre formation,année préparatoire,"47.4804,-0.60013",50,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=30991&typebac=0&originepc=0,49,209,90,37,15,172,56,10,53.0,37.0,11.0,0.0,0.0,74.0,32.0,26.0,16.0,0.0,77,21,2
2025,université grenoble alpes - antenne de valence,grenoble,valence,formation non sélective,licence,sciences et techniques des activités physiques et sportives,"44.9142,4.9187",176,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=31005&typebac=0&originepc=0,35,1379,1000,133,36,0,0,0,58.0,35.0,6.0,1.0,0.0,89.0,35.0,9.0,6.0,2.0,88,8,3
2025,université grenoble alpes,grenoble,saint-martin-d'hères,formation non sélective,licence,economie et gestion,"45.1893,5.77276",520,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=31046&typebac=0&originepc=0,84,4009,2258,631,79,80,15,21,52.0,35.0,11.0,1.0,0.0,71.0,38.0,25.0,8.0,4.0,78,20,2
2025,université de bordeaux - bordeaux métropole,bordeaux,talence,formation non sélective,licence,sciences de la vie,"44.8081,-0.59556",400,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=31079&typebac=0&originepc=0,nd,5688,3550,255,39,0,0,0,12.0,43.0,32.0,12.0,0.0,98.0,86.0,2.0,2.0,0.0,nd,nd,nd
2025,université de bordeaux - bordeaux métropole,bordeaux,talence,formation non sélective,licence,sciences de la terre,"44.8081,-0.59556",90,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=31080&typebac=0&originepc=0,nd,2487,1508,88,26,0,0,0,56.0,39.0,5.0,0.0,0.0,98.0,44.0,2.0,0.0,0.0,nd,nd,nd
2025,université de limoges,limoges,limoges,formation non sélective,licence_las,mathématiques,"45.8371,1.23836",18,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=31103&typebac=0&originepc=0,nd,167,142,4,2,100,48,3,58.0,25.0,8.0,8.0,0.0,92.0,42.0,8.0,0.0,0.0,nd,nd,nd
2025,université de limoges,limoges,limoges,formation non sélective,licence_las,physique,"45.8369,1.23862",18,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=31105&typebac=0&originepc=0,nd,93,76,1,0,120,57,6,67.0,33.0,0.0,0.0,0.0,67.0,17.0,33.0,17.0,0.0,nd,nd,nd
2025,lycée catholique st charles,la réunion,saint-pierre,formation sélective,ecole d'ingénieur,formation d'ingénieur bac + 5,"-21.3382,55.4797",10,concours puissance alpha,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=31107&typebac=0&originepc=0,90,951,948,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,0
2025,lycée henri brisson,orléans-tours,vierzon,formation sélective,bts,conception des processus de réalisation de produits (1ère année commune),"47.2286,2.06146",12,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3111&typebac=0&originepc=0,69,49,5,21,21,2,0,1,22.0,44.0,22.0,11.0,0.0,0.0,0.0,22.0,0.0,78.0,9,38,53
2025,lycée sainte marie saint dominique,orléans-tours,bourges,formation sélective,bts,collaborateur juriste notarial,"47.0771,2.40321",24,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3113&typebac=0&originepc=0,59,114,29,25,7,9,3,0,14.0,57.0,14.0,14.0,0.0,57.0,43.0,43.0,43.0,0.0,72,20,7
2025,lycée sainte marie saint dominique,orléans-tours,bourges,formation sélective,bts,gestion de la pme,"47.0771,2.40321",24,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3116&typebac=0&originepc=0,89,85,14,25,21,24,1,5,38.0,50.0,12.0,0.0,0.0,25.0,12.0,62.0,38.0,12.0,27,45,28
2025,lycée sainte marie saint dominique,orléans-tours,bourges,formation sélective,bts,comptabilité et gestion,"47.0771,2.40321",24,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3117&typebac=0&originepc=0,92,58,11,18,9,22,0,2,100.0,0.0,0.0,0.0,0.0,50.0,0.0,25.0,0.0,25.0,30,50,20
2025,centre universitaire catholique de bourgogne (cucdb),dijon,dijon,formation non sélective,licence,sciences de l'éducation et de la formation,"47.33489,5.05389",30,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=31196&typebac=0&originepc=0,65,209,100,16,6,1,0,0,42.0,42.0,12.0,4.0,0.0,92.0,50.0,8.0,8.0,0.0,94,6,0
2025,i.u.t de bourges,orléans-tours,bourges,formation sélective,but,mesures physiques,"47.098,2.41745",46,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3121&typebac=0&originepc=0,97,279,200,26,0,21,4,2,54.0,31.0,11.0,3.0,0.0,83.0,37.0,17.0,9.0,0.0,90,10,0
2025,eseo paris - vélizy,versailles,vélizy-villacoublay,formation sélective,ecole d'ingénieur,formation d'ingénieur bac + 5,"48.7836,2.21294",10,concours puissance alpha,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=31220&typebac=0&originepc=0,85,85,0,85,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100,0
2025,institut national universitaire champollion,toulouse,albi,formation non sélective,licence_las,mathématiques,"43.92,2.139",20,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=31235&typebac=0&originepc=0,nd,193,145,9,4,23,8,0,46.0,31.0,0.0,23.0,0.0,92.0,54.0,8.0,0.0,0.0,nd,nd,nd
2025,campus du haut-berry - bourges - le subdray - lycée,orléans-tours,le subdray,formation sélective,bts,développement et animation de projets territoriaux,"47.0222,2.29803",19,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=3125&typebac=0&originepc=0,73,89,12,19,39,7,0,1,80.0,20.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,40.0,21,35,44
2025,université de montpellier,montpellier,montpellier,formation non sélective,licence,informatique,"43.6318,3.865",95,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=31257&typebac=0&originepc=0,35,2002,977,116,33,0,0,0,28.0,46.0,23.0,4.0,0.0,91.0,63.0,4.0,4.0,5.0,94,4,2
2025,lycée louis pergaud,besancon,besançon,formation sélective,cpge,ecg - mathématiques approfondies + hgg,"47.265,6.04372",40,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=31280&typebac=0&originepc=0,89,355,234,1,0,7,3,0,12.0,41.0,35.0,12.0,0.0,100.0,88.0,0.0,0.0,0.0,100,0,0
2025,lycée rené cassin bayonne-biarritz,bordeaux,bayonne,formation sélective,cpge,ecg - mathématiques appliquées + esh,"43.481,-1.48208",48,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=31282&typebac=0&originepc=0,18,1152,860,2,0,0,0,0,0.0,6.0,65.0,27.0,2.0,100.0,100.0,0.0,0.0,0.0,100,0,0
2025,lycée jacques amyot,créteil,melun,formation sélective,cpge,ecg - mathématiques approfondies + hgg,"48.5455,2.6599",35,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=31291&typebac=0&originepc=0,87,252,141,0,0,43,25,0,67.0,17.0,17.0,0.0,0.0,100.0,33.0,0.0,0.0,0.0,100,0,0
2025,lycée francois couperin,créteil,fontainebleau,formation sélective,cpge,ecg - mathématiques appliquées + esh,"48.3995,2.68594",40,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=31292&typebac=0&originepc=0,83,644,288,1,0,42,27,1,32.0,32.0,32.0,4.0,0.0,100.0,68.0,0.0,0.0,0.0,100,0,0
2025,lycée olympe de gouges,créteil,noisy-le-sec,formation sélective,cpge,ecg - mathématiques appliquées + esh,"48.8887,2.47001",30,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=31293&typebac=0&originepc=0,76,848,505,0,1,88,50,3,23.0,69.0,8.0,0.0,0.0,100.0,77.0,0.0,0.0,0.0,100,0,0
